sample_id,customer_id,template_id,text,intent,split,source,dataset_version
S0974,C0084,refund_status-01,我这边的情况是：退的钱怎么还没有收到，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0975,C0121,complaint-15,想请你帮忙：需要登记一条针对坐席的意见。,complaint,validation,course-authored-synthetic,1.0.0
S0976,C0027,payment-12,我这边的情况是：支付按钮点了没反应，谢谢。,payment,validation,course-authored-synthetic,1.0.0
S0977,C0246,unknown-validation-02,麻烦确认一下，请给我讲一个太空故事。,unknown,validation,course-authored-synthetic,1.0.0
S0978,C0086,exchange_request-02,麻烦确认一下，颜色买错了可以换货吗。,exchange_request,train,course-authored-synthetic,1.0.0
S0979,C0037,invoice-18,我这边的情况是：报销需要税务票据，如何申请，谢谢。,invoice,test,course-authored-synthetic,1.0.0
S0980,C0230,return_request-07,麻烦确认一下，东西拆开了还能退货吗。,return_request,train,course-authored-synthetic,1.0.0
S0981,C0075,invoice-05,你好，订单可以开公司发票吗？,invoice,train,course-authored-synthetic,1.0.0
S0982,C0170,change_address-10,麻烦确认一下，收货地点需要变更。,change_address,train,course-authored-synthetic,1.0.0
S0983,C0225,refund_status-19,钱还没回来，能查资金退回进度吗。,refund_status,test,course-authored-synthetic,1.0.0
S0984,C0191,unknown-test-00,今天出门要不要带伞。,unknown,test,course-authored-synthetic,1.0.0
S0985,C0209,invoice-15,麻烦确认一下，开具的票据在哪里领取。,invoice,validation,course-authored-synthetic,1.0.0
S0986,C0237,technical_help-16,不想送修，先教我如何重置。,technical_help,test,course-authored-synthetic,1.0.0
S0987,C0080,payment-03,麻烦确认一下，银行卡付不了款。,payment,train,course-authored-synthetic,1.0.0
S0988,C0088,shipping_status-07,你好，订单今天能发货吗？,shipping_status,train,course-authored-synthetic,1.0.0
S0989,C0105,payment-02,想请你帮忙：扣款两次请帮我核实。,payment,train,course-authored-synthetic,1.0.0
S0990,C0234,cancel_order-15,重复购买的那一单请作废。,cancel_order,validation,course-authored-synthetic,1.0.0
S0991,C0067,complaint-16,我这边的情况是：不是问退款进度，我要投诉处理态度，谢谢。,complaint,test,course-authored-synthetic,1.0.0
S0992,C0192,unknown-validation-03,中午吃什么比较好。,unknown,validation,course-authored-synthetic,1.0.0
S0993,C0065,change_address-15,我这边的情况是：旧地址不用了请更换目的地，谢谢。,change_address,validation,course-authored-synthetic,1.0.0
S0994,C0056,return_request-06,麻烦确认一下，请给我办理退货。,return_request,train,course-authored-synthetic,1.0.0
S0995,C0189,unknown-test-06,想学习吉他从哪里开始。,unknown,test,course-authored-synthetic,1.0.0
S0996,C0186,complaint-10,我这边的情况是：我要对这次服务提出正式投诉，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0997,C0048,complaint-02,你好，请给我投诉渠道？,complaint,train,course-authored-synthetic,1.0.0
S0998,C0165,cancel_order-05,麻烦确认一下，请终止这笔待发货订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0999,C0161,exchange_request-03,麻烦确认一下，换货流程怎么走。,exchange_request,train,course-authored-synthetic,1.0.0
S1000,C0143,change_address-07,想请你帮忙：订单地址少写了门牌号。,change_address,train,course-authored-synthetic,1.0.0
S1001,C0232,technical_help-18,麻烦确认一下，无线连线老掉，能指导设置吗。,technical_help,test,course-authored-synthetic,1.0.0
S1002,C0251,complaint-19,普通咨询解决不了，我要求负责人受理服务申诉。,complaint,test,course-authored-synthetic,1.0.0
S1003,C0191,unknown-test-00,想请你帮忙：今天出门要不要带伞。,unknown,test,course-authored-synthetic,1.0.0
S1004,C0074,unknown-validation-00,明天会不会下雨。,unknown,validation,course-authored-synthetic,1.0.0
S1005,C0115,refund_status-02,我这边的情况是：查一下退款处理进度，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S1006,C0126,cancel_order-17,想请你帮忙：不是退货，是还没寄出的订单不要了。,cancel_order,test,course-authored-synthetic,1.0.0
S1007,C0194,change_address-01,收件人电话写错了。,change_address,train,course-authored-synthetic,1.0.0
S1008,C0187,return_request-02,退货地址在哪里。,return_request,train,course-authored-synthetic,1.0.0
S1009,C0241,technical_help-19,麻烦确认一下，按照手册操作仍无法配对，请给排查步骤。,technical_help,test,course-authored-synthetic,1.0.0
S1010,C0210,product_info-19,尚未购买，想核对规格是否满足需求。,product_info,test,course-authored-synthetic,1.0.0
S1011,C0053,exchange_request-14,你好，这台想置换为正确型号？,exchange_request,validation,course-authored-synthetic,1.0.0
S1012,C0204,shipping_status-13,快递员大概几点来。,shipping_status,validation,course-authored-synthetic,1.0.0
S1013,C0172,refund_status-08,麻烦确认一下，我只想查询退款到账时间。,refund_status,train,course-authored-synthetic,1.0.0
S1014,C0005,invoice-08,我这边的情况是：这笔订单需要重开发票，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S1015,C0151,change_address-09,发货之前能更新地址吗。,change_address,train,course-authored-synthetic,1.0.0
S1016,C0160,unknown-test-05,想请你帮忙：写一段生日祝福。,unknown,test,course-authored-synthetic,1.0.0
S1017,C0041,exchange_request-08,想请你帮忙：换货要先寄回旧的吗。,exchange_request,train,course-authored-synthetic,1.0.0
S1018,C0026,technical_help-10,麻烦确认一下，配对一直失败怎么排查。,technical_help,train,course-authored-synthetic,1.0.0
S1019,C0219,complaint-18,想请你帮忙：请对工作人员的敷衍做出处理。,complaint,test,course-authored-synthetic,1.0.0
S1020,C0138,warranty-04,维修服务网点在哪里。,warranty,train,course-authored-synthetic,1.0.0
S1021,C0105,payment-02,扣款两次请帮我核实。,payment,train,course-authored-synthetic,1.0.0
S1022,C0250,shipping_status-09,你好，包裹还在配送中吗？,shipping_status,train,course-authored-synthetic,1.0.0
S1023,C0122,refund_status-13,退款已经同意多久能入账。,refund_status,validation,course-authored-synthetic,1.0.0
S1024,C0156,refund_status-16,想请你帮忙：退货物流已结束，为什么款没到。,refund_status,test,course-authored-synthetic,1.0.0
S1025,C0075,invoice-05,麻烦确认一下，订单可以开公司发票吗。,invoice,train,course-authored-synthetic,1.0.0
S1026,C0088,shipping_status-07,想请你帮忙：订单今天能发货吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1027,C0130,complaint-07,想请你帮忙：想反馈工作人员的不当行为。,complaint,train,course-authored-synthetic,1.0.0
S1028,C0213,unknown-validation-07,我这边的情况是：我想查询航班起飞时间，谢谢。,unknown,validation,course-authored-synthetic,1.0.0
S1029,C0183,invoice-03,帮我补开发票。,invoice,train,course-authored-synthetic,1.0.0
S1030,C0071,warranty-08,我这边的情况是：超过质保时间维修怎么收费，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S1031,C0227,technical_help-07,软件升级怎么操作。,technical_help,train,course-authored-synthetic,1.0.0
S1032,C0033,complaint-00,我这边的情况是：我要投诉客服的态度，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S1033,C0138,warranty-04,你好，维修服务网点在哪里？,warranty,train,course-authored-synthetic,1.0.0
S1034,C0006,return_request-16,不是换货，我要退回商品。,return_request,test,course-authored-synthetic,1.0.0
S1035,C0059,refund_status-14,麻烦确认一下，我想跟踪返款状态。,refund_status,validation,course-authored-synthetic,1.0.0
S1036,C0140,product_info-14,这个型号的重量和尺寸能介绍吗。,product_info,validation,course-authored-synthetic,1.0.0
S1037,C0119,complaint-12,麻烦确认一下，请把服务态度问题升级给经理。,complaint,validation,course-authored-synthetic,1.0.0
S1038,C0159,payment-06,麻烦确认一下，可以用哪种方式付款。,payment,train,course-authored-synthetic,1.0.0
S1039,C0171,unknown-test-03,你好，你能替我订酒店吗？,unknown,test,course-authored-synthetic,1.0.0
S1040,C0127,return_request-13,想请你帮忙：退货运费由谁承担。,return_request,validation,course-authored-synthetic,1.0.0
S1041,C0203,invoice-13,想请你帮忙：税号填错导致票据无法报销。,invoice,validation,course-authored-synthetic,1.0.0
S1042,C0051,payment-09,麻烦确认一下，扣款成功却没有订单。,payment,train,course-authored-synthetic,1.0.0
S1043,C0202,product_info-03,我这边的情况是：产品支持哪些接口，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S1044,C0118,payment-11,交易被银行拒绝怎么处理。,payment,train,course-authored-synthetic,1.0.0
S1045,C0031,change_address-03,可以改收货人姓名吗。,change_address,train,course-authored-synthetic,1.0.0
S1046,C0044,cancel_order-19,没发货的这单请停止履约。,cancel_order,test,course-authored-synthetic,1.0.0
S1047,C0142,return_request-19,想请你帮忙：签收的货想退掉，不是取消未发货订单。,return_request,test,course-authored-synthetic,1.0.0
S1048,C0189,unknown-test-06,麻烦确认一下，想学习吉他从哪里开始。,unknown,test,course-authored-synthetic,1.0.0
S1049,C0222,refund_status-05,你好，原路退回的钱还没到账？,refund_status,train,course-authored-synthetic,1.0.0
S1050,C0009,warranty-18,我这边的情况是：过了质保期更换零件要多少钱，谢谢。,warranty,test,course-authored-synthetic,1.0.0
S1051,C0252,invoice-16,想请你帮忙：不是退款，发票上的金额有误。,invoice,test,course-authored-synthetic,1.0.0
S1052,C0256,payment-05,你好，付款后订单仍显示未支付？,payment,train,course-authored-synthetic,1.0.0
S1053,C0020,shipping_status-11,想请你帮忙：货到哪个城市了。,shipping_status,train,course-authored-synthetic,1.0.0
S1054,C0250,shipping_status-09,包裹还在配送中吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1055,C0052,complaint-08,想请你帮忙：请让负责人处理我的投诉。,complaint,train,course-authored-synthetic,1.0.0
S1056,C0104,shipping_status-08,想请你帮忙：显示揽收后一直没有动静。,shipping_status,train,course-authored-synthetic,1.0.0
S1057,C0167,product_info-13,想请你帮忙：订购前想确认兼容哪些设备。,product_info,validation,course-authored-synthetic,1.0.0
S1058,C0251,complaint-19,你好，普通咨询解决不了，我要求负责人受理服务申诉？,complaint,test,course-authored-synthetic,1.0.0
S1059,C0098,refund_status-11,想请你帮忙：退款银行卡没有入账。,refund_status,train,course-authored-synthetic,1.0.0
S1060,C0054,refund_status-17,我这边的情况是：不是要重新退货，只查之前退的钱，谢谢。,refund_status,test,course-authored-synthetic,1.0.0
S1061,C0011,invoice-10,你好，我想申请纸质发票？,invoice,train,course-authored-synthetic,1.0.0
S1062,C0096,shipping_status-04,我这边的情况是：发货以后一直没更新物流，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S1063,C0233,shipping_status-06,想请你帮忙：快递单号能给我吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1064,C0014,cancel_order-01,麻烦确认一下，这笔订单不要了请关闭。,cancel_order,train,course-authored-synthetic,1.0.0
S1065,C0055,return_request-00,你好，东西已经收到，想申请退货？,return_request,train,course-authored-synthetic,1.0.0
S1066,C0001,unknown-validation-06,写一首关于春天的诗。,unknown,validation,course-authored-synthetic,1.0.0
S1067,C0018,payment-04,订单支付一直转圈。,payment,train,course-authored-synthetic,1.0.0
S1068,C0010,complaint-13,麻烦确认一下，工作人员失约我要正式反映。,complaint,validation,course-authored-synthetic,1.0.0
S1069,C0177,shipping_status-15,麻烦确认一下，发出后能追踪包裹吗。,shipping_status,validation,course-authored-synthetic,1.0.0
S1070,C0150,invoice-14,麻烦确认一下，公司抬头的电子票能补开吗。,invoice,validation,course-authored-synthetic,1.0.0
S1071,C0133,exchange_request-04,你好，想把这件换成另一个型号？,exchange_request,train,course-authored-synthetic,1.0.0
S1072,C0074,unknown-validation-00,麻烦确认一下，明天会不会下雨。,unknown,validation,course-authored-synthetic,1.0.0
S1073,C0185,product_info-09,想请你帮忙：这个系列有几种颜色。,product_info,train,course-authored-synthetic,1.0.0
S1074,C0085,return_request-03,麻烦确认一下，怎么提交退货申请。,return_request,train,course-authored-synthetic,1.0.0
S1075,C0159,payment-06,我这边的情况是：可以用哪种方式付款，谢谢。,payment,train,course-authored-synthetic,1.0.0
S1076,C0128,refund_status-03,我这边的情况是：退款申请通过了钱在哪，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S1077,C0165,cancel_order-05,请终止这笔待发货订单。,cancel_order,train,course-authored-synthetic,1.0.0
S1078,C0140,product_info-14,你好，这个型号的重量和尺寸能介绍吗？,product_info,validation,course-authored-synthetic,1.0.0
S1079,C0024,complaint-09,你好，客服说话不礼貌我要反馈？,complaint,train,course-authored-synthetic,1.0.0
S1080,C0153,return_request-10,你好，需要上门取件退货？,return_request,train,course-authored-synthetic,1.0.0
S1081,C0176,payment-16,我这边的情况是：不是问退款，我遇到重复扣款，谢谢。,payment,test,course-authored-synthetic,1.0.0
S1082,C0027,payment-12,支付按钮点了没反应。,payment,validation,course-authored-synthetic,1.0.0
S1083,C0035,change_address-04,我这边的情况是：地址填错了需要修改，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S1084,C0144,exchange_request-17,麻烦确认一下，不要退钱，只把商品换掉。,exchange_request,test,course-authored-synthetic,1.0.0
S1085,C0213,unknown-validation-07,麻烦确认一下，我想查询航班起飞时间。,unknown,validation,course-authored-synthetic,1.0.0
S1086,C0157,complaint-01,服务太差我要投诉。,complaint,train,course-authored-synthetic,1.0.0
S1087,C0082,cancel_order-11,还没发出就不要寄了，取消吧。,cancel_order,train,course-authored-synthetic,1.0.0
S1088,C0103,complaint-03,想请你帮忙：我要找主管反馈服务问题。,complaint,train,course-authored-synthetic,1.0.0
S1089,C0072,warranty-10,你好，怎么预约上门维修？,warranty,train,course-authored-synthetic,1.0.0
S1090,C0236,shipping_status-10,麻烦确认一下，我需要查收货时间。,shipping_status,train,course-authored-synthetic,1.0.0
S1091,C0156,refund_status-16,退货物流已结束，为什么款没到。,refund_status,test,course-authored-synthetic,1.0.0
S1092,C0084,refund_status-01,麻烦确认一下，退的钱怎么还没有收到。,refund_status,train,course-authored-synthetic,1.0.0
S1093,C0088,shipping_status-07,我这边的情况是：订单今天能发货吗，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S1094,C0160,unknown-test-05,我这边的情况是：写一段生日祝福，谢谢。,unknown,test,course-authored-synthetic,1.0.0
S1095,C0204,shipping_status-13,我这边的情况是：快递员大概几点来，谢谢。,shipping_status,validation,course-authored-synthetic,1.0.0
S1096,C0217,technical_help-02,麻烦确认一下，请教一下使用步骤。,technical_help,train,course-authored-synthetic,1.0.0
S1097,C0212,technical_help-15,麻烦确认一下，我想了解操作面板怎么用。,technical_help,validation,course-authored-synthetic,1.0.0
S1098,C0117,invoice-00,想请你帮忙：怎么开电子发票。,invoice,train,course-authored-synthetic,1.0.0
S1099,C0004,warranty-11,你好，我要登记一个维修工单？,warranty,train,course-authored-synthetic,1.0.0
S1100,C0015,cancel_order-03,我这边的情况是：我下错单了现在想撤销，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S1101,C0242,return_request-14,买错型号，收到后准备寄回退款。,return_request,validation,course-authored-synthetic,1.0.0
S1102,C0163,exchange_request-15,麻烦确认一下，我需要更换收到的错误商品。,exchange_request,validation,course-authored-synthetic,1.0.0
S1103,C0099,warranty-16,麻烦确认一下，不要求换货，只想送去维修。,warranty,test,course-authored-synthetic,1.0.0
S1104,C0196,change_address-05,麻烦确认一下，包裹能改寄另一个地址吗。,change_address,train,course-authored-synthetic,1.0.0
S1105,C0057,cancel_order-10,想请你帮忙：请取消这个预订。,cancel_order,train,course-authored-synthetic,1.0.0
S1106,C0225,refund_status-19,想请你帮忙：钱还没回来，能查资金退回进度吗。,refund_status,test,course-authored-synthetic,1.0.0
S1107,C0073,product_info-12,我这边的情况是：还没买，想比较不同版本，谢谢。,product_info,validation,course-authored-synthetic,1.0.0
S1108,C0207,change_address-11,想请你帮忙：给我改一下收件人的手机号。,change_address,train,course-authored-synthetic,1.0.0
S1109,C0020,shipping_status-11,你好，货到哪个城市了？,shipping_status,train,course-authored-synthetic,1.0.0
S1110,C0127,return_request-13,我这边的情况是：退货运费由谁承担，谢谢。,return_request,validation,course-authored-synthetic,1.0.0
S1111,C0096,shipping_status-04,发货以后一直没更新物流。,shipping_status,train,course-authored-synthetic,1.0.0
S1112,C0240,invoice-06,你好，开票税号要怎么填写？,invoice,train,course-authored-synthetic,1.0.0
S1113,C0240,invoice-06,开票税号要怎么填写。,invoice,train,course-authored-synthetic,1.0.0
S1114,C0036,exchange_request-10,想请你帮忙：尺寸不合适想换件大的。,exchange_request,train,course-authored-synthetic,1.0.0
S1115,C0223,cancel_order-07,想请你帮忙：订单没出库可以撤单吗。,cancel_order,train,course-authored-synthetic,1.0.0
S1116,C0085,return_request-03,我这边的情况是：怎么提交退货申请，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S1117,C0201,product_info-08,购买前想了解电池容量。,product_info,train,course-authored-synthetic,1.0.0
S1118,C0132,exchange_request-11,想请你帮忙：请给我一个换货单。,exchange_request,train,course-authored-synthetic,1.0.0
S1119,C0005,invoice-08,麻烦确认一下，这笔订单需要重开发票。,invoice,train,course-authored-synthetic,1.0.0
S1120,C0245,technical_help-04,我这边的情况是：首次开机要怎么配置，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S1121,C0014,cancel_order-01,你好，这笔订单不要了请关闭？,cancel_order,train,course-authored-synthetic,1.0.0
S1122,C0042,product_info-07,想请你帮忙：产品适不适合办公室使用。,product_info,train,course-authored-synthetic,1.0.0
S1123,C0065,change_address-15,你好，旧地址不用了请更换目的地？,change_address,validation,course-authored-synthetic,1.0.0
S1124,C0227,technical_help-07,我这边的情况是：软件升级怎么操作，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S1125,C0029,shipping_status-00,你好，订单的物流走到哪里了？,shipping_status,train,course-authored-synthetic,1.0.0
S1126,C0028,product_info-04,你好，下单前想问有没有货？,product_info,train,course-authored-synthetic,1.0.0
S1127,C0051,payment-09,你好，扣款成功却没有订单？,payment,train,course-authored-synthetic,1.0.0
S1128,C0207,change_address-11,麻烦确认一下，给我改一下收件人的手机号。,change_address,train,course-authored-synthetic,1.0.0
S1129,C0191,unknown-test-00,你好，今天出门要不要带伞？,unknown,test,course-authored-synthetic,1.0.0
S1130,C0081,change_address-12,我这边的情况是：配送地址能换到公司吗，谢谢。,change_address,validation,course-authored-synthetic,1.0.0
S1131,C0110,exchange_request-05,商品有问题请换新。,exchange_request,train,course-authored-synthetic,1.0.0
S1132,C0106,cancel_order-13,我这边的情况是：这单尚未出库，帮我撤回，谢谢。,cancel_order,validation,course-authored-synthetic,1.0.0
S1133,C0248,payment-08,想请你帮忙：扫码支付没有成功。,payment,train,course-authored-synthetic,1.0.0
S1134,C0094,product_info-10,麻烦确认一下，想问新型号的价格。,product_info,train,course-authored-synthetic,1.0.0
S1135,C0179,change_address-18,你好，收件地点写成旧办公室了？,change_address,test,course-authored-synthetic,1.0.0
S1136,C0004,warranty-11,我这边的情况是：我要登记一个维修工单，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S1137,C0247,shipping_status-17,想请你帮忙：没打算取消，想催一下发货。,shipping_status,test,course-authored-synthetic,1.0.0
S1138,C0106,cancel_order-13,你好，这单尚未出库，帮我撤回？,cancel_order,validation,course-authored-synthetic,1.0.0
S1139,C0218,product_info-18,麻烦确认一下，给门店选设备，哪款支持有线接口。,product_info,test,course-authored-synthetic,1.0.0
S1140,C0234,cancel_order-15,想请你帮忙：重复购买的那一单请作废。,cancel_order,validation,course-authored-synthetic,1.0.0
S1141,C0205,technical_help-11,想请你帮忙：安装软件时提示报错。,technical_help,train,course-authored-synthetic,1.0.0
S1142,C0076,cancel_order-09,我这边的情况是：撤销刚提交的购买订单，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S1143,C0041,exchange_request-08,换货要先寄回旧的吗。,exchange_request,train,course-authored-synthetic,1.0.0
S1144,C0149,refund_status-18,想请你帮忙：支付账户没有收到返还的金额。,refund_status,test,course-authored-synthetic,1.0.0
S1145,C0204,shipping_status-13,想请你帮忙：快递员大概几点来。,shipping_status,validation,course-authored-synthetic,1.0.0
S1146,C0154,exchange_request-18,麻烦确认一下，签收后才发现买小了，想换大一号。,exchange_request,test,course-authored-synthetic,1.0.0
S1147,C0102,cancel_order-14,麻烦确认一下，预订的货不需要了想退订。,cancel_order,validation,course-authored-synthetic,1.0.0
S1148,C0209,invoice-15,开具的票据在哪里领取。,invoice,validation,course-authored-synthetic,1.0.0
S1149,C0098,refund_status-11,退款银行卡没有入账。,refund_status,train,course-authored-synthetic,1.0.0
S1150,C0233,shipping_status-06,麻烦确认一下，快递单号能给我吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1151,C0232,technical_help-18,无线连线老掉，能指导设置吗。,technical_help,test,course-authored-synthetic,1.0.0
S1152,C0169,invoice-19,我这边的情况是：抬头写个人了能改成企业吗，谢谢。,invoice,test,course-authored-synthetic,1.0.0
S1153,C0088,shipping_status-07,订单今天能发货吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1154,C0146,shipping_status-01,想请你帮忙：快递已经发出了吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1155,C0032,warranty-19,麻烦确认一下，官方修理要提供购买凭证吗。,warranty,test,course-authored-synthetic,1.0.0
S1156,C0047,invoice-02,我需要增值税发票。,invoice,train,course-authored-synthetic,1.0.0
S1157,C0223,cancel_order-07,你好，订单没出库可以撤单吗？,cancel_order,train,course-authored-synthetic,1.0.0
S1158,C0133,exchange_request-04,想请你帮忙：想把这件换成另一个型号。,exchange_request,train,course-authored-synthetic,1.0.0
S1159,C0171,unknown-test-03,麻烦确认一下，你能替我订酒店吗。,unknown,test,course-authored-synthetic,1.0.0
S1160,C0125,technical_help-08,我这边的情况是：说明书里这一步看不懂，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S1161,C0173,warranty-01,麻烦确认一下，怎么申请保修。,warranty,train,course-authored-synthetic,1.0.0
S1162,C0181,invoice-11,你好，开票金额不对请处理？,invoice,train,course-authored-synthetic,1.0.0
S1163,C0137,warranty-12,麻烦确认一下，机器用了半年坏了能修吗。,warranty,validation,course-authored-synthetic,1.0.0
S1164,C0129,product_info-00,你好，这款产品有哪些规格？,product_info,train,course-authored-synthetic,1.0.0
S1165,C0198,product_info-02,你好，这个型号的尺寸是多少？,product_info,train,course-authored-synthetic,1.0.0
S1166,C0087,product_info-06,两款型号有什么区别。,product_info,train,course-authored-synthetic,1.0.0
S1167,C0212,technical_help-15,我这边的情况是：我想了解操作面板怎么用，谢谢。,technical_help,validation,course-authored-synthetic,1.0.0
S1168,C0159,payment-06,想请你帮忙：可以用哪种方式付款。,payment,train,course-authored-synthetic,1.0.0
S1169,C0175,product_info-16,不是安装求助，我还在选购型号。,product_info,test,course-authored-synthetic,1.0.0
S1170,C0243,payment-15,我这边的情况是：结账可以分期付款吗，谢谢。,payment,validation,course-authored-synthetic,1.0.0
S1171,C0021,cancel_order-12,想请你帮忙：待处理订单需要关闭。,cancel_order,validation,course-authored-synthetic,1.0.0
S1172,C0154,exchange_request-18,想请你帮忙：签收后才发现买小了，想换大一号。,exchange_request,test,course-authored-synthetic,1.0.0
S1173,C0140,product_info-14,我这边的情况是：这个型号的重量和尺寸能介绍吗，谢谢。,product_info,validation,course-authored-synthetic,1.0.0
S1174,C0252,invoice-16,不是退款，发票上的金额有误。,invoice,test,course-authored-synthetic,1.0.0
S1175,C0203,invoice-13,税号填错导致票据无法报销。,invoice,validation,course-authored-synthetic,1.0.0
S1176,C0252,invoice-16,麻烦确认一下，不是退款，发票上的金额有误。,invoice,test,course-authored-synthetic,1.0.0
S1177,C0068,warranty-03,你好，保修卡丢了还能修吗？,warranty,train,course-authored-synthetic,1.0.0
S1178,C0137,warranty-12,机器用了半年坏了能修吗。,warranty,validation,course-authored-synthetic,1.0.0
S1179,C0083,complaint-06,售后态度让我不满请记录投诉。,complaint,train,course-authored-synthetic,1.0.0
S1180,C0233,shipping_status-06,我这边的情况是：快递单号能给我吗，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S1181,C0170,change_address-10,我这边的情况是：收货地点需要变更，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S1182,C0026,technical_help-10,我这边的情况是：配对一直失败怎么排查，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S1183,C0080,payment-03,银行卡付不了款。,payment,train,course-authored-synthetic,1.0.0
S1184,C0151,change_address-09,你好，发货之前能更新地址吗？,change_address,train,course-authored-synthetic,1.0.0
S1185,C0146,shipping_status-01,麻烦确认一下，快递已经发出了吗。,shipping_status,train,course-authored-synthetic,1.0.0
S1186,C0004,warranty-11,想请你帮忙：我要登记一个维修工单。,warranty,train,course-authored-synthetic,1.0.0
S1187,C0199,return_request-08,我这边的情况是：商品寄回商家要走什么流程，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S1188,C0026,technical_help-10,想请你帮忙：配对一直失败怎么排查。,technical_help,train,course-authored-synthetic,1.0.0
S1189,C0109,invoice-17,想请你帮忙：付款没问题，只是开票失败。,invoice,test,course-authored-synthetic,1.0.0
S1190,C0226,refund_status-04,想请你帮忙：已经退货了我想查钱的去向。,refund_status,train,course-authored-synthetic,1.0.0
S1191,C0113,return_request-15,我这边的情况是：包装还在我想办退货手续，谢谢。,return_request,validation,course-authored-synthetic,1.0.0
S1192,C0061,return_request-18,已经拆封但不需要了能寄回吗。,return_request,test,course-authored-synthetic,1.0.0
S1193,C0074,unknown-validation-00,想请你帮忙：明天会不会下雨。,unknown,validation,course-authored-synthetic,1.0.0
S1194,C0226,refund_status-04,已经退货了我想查钱的去向。,refund_status,train,course-authored-synthetic,1.0.0
S1195,C0214,payment-00,你好，付款失败怎么办？,payment,train,course-authored-synthetic,1.0.0
S1196,C0016,product_info-11,我这边的情况是：商品支持多大功率，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S1197,C0167,product_info-13,我这边的情况是：订购前想确认兼容哪些设备，谢谢。,product_info,validation,course-authored-synthetic,1.0.0
S1198,C0092,shipping_status-18,运单显示签收但门口没东西。,shipping_status,test,course-authored-synthetic,1.0.0
S1199,C0136,product_info-17,我这边的情况是：不查订单物流，想知道商品是否有现货，谢谢。,product_info,test,course-authored-synthetic,1.0.0
S1200,C0236,shipping_status-10,我需要查收货时间。,shipping_status,train,course-authored-synthetic,1.0.0
S1201,C0083,complaint-06,你好，售后态度让我不满请记录投诉？,complaint,train,course-authored-synthetic,1.0.0
S1202,C0039,shipping_status-16,你好，不想退款，只想知道包裹在哪？,shipping_status,test,course-authored-synthetic,1.0.0
S1203,C0214,payment-00,付款失败怎么办。,payment,train,course-authored-synthetic,1.0.0
S1204,C0043,refund_status-00,你好，退款什么时候到账？,refund_status,train,course-authored-synthetic,1.0.0
S1205,C0167,product_info-13,麻烦确认一下，订购前想确认兼容哪些设备。,product_info,validation,course-authored-synthetic,1.0.0
S1206,C0136,product_info-17,麻烦确认一下，不查订单物流，想知道商品是否有现货。,product_info,test,course-authored-synthetic,1.0.0
S1207,C0169,invoice-19,想请你帮忙：抬头写个人了能改成企业吗。,invoice,test,course-authored-synthetic,1.0.0
S1208,C0239,warranty-09,设备损坏需要售后维修。,warranty,train,course-authored-synthetic,1.0.0
S1209,C0094,product_info-10,我这边的情况是：想问新型号的价格，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S1210,C0125,technical_help-08,说明书里这一步看不懂。,technical_help,train,course-authored-synthetic,1.0.0
S1211,C0252,invoice-16,我这边的情况是：不是退款，发票上的金额有误，谢谢。,invoice,test,course-authored-synthetic,1.0.0
S1212,C0235,complaint-04,客服一直不回复我要投诉。,complaint,train,course-authored-synthetic,1.0.0
S1213,C0119,complaint-12,我这边的情况是：请把服务态度问题升级给经理，谢谢。,complaint,validation,course-authored-synthetic,1.0.0
S1214,C0062,exchange_request-07,麻烦确认一下，这次我只换货不退款。,exchange_request,train,course-authored-synthetic,1.0.0
S1215,C0008,exchange_request-16,不是维修，希望直接换货。,exchange_request,test,course-authored-synthetic,1.0.0
S1216,C0022,return_request-11,想请你帮忙：想把收到的货退给你们。,return_request,train,course-authored-synthetic,1.0.0
